sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus,downloadable_links,downloadable_samples,configurable_variations,configurable_variation_labels,errors
"Cassia Floor Mirror",,Default,simple,"Products list/Products/Decor",base,"Cassia Floor Mirror",,,13,1,"Taxable Goods","Catalog, Search",1200000,,,,cassia-floor-mirror,"Cassia Floor Mirror","Cassia Floor Mirror","Cassia Floor Mirror",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Amelie Floor Mirror",,Default,simple,"Products list/Products/Decor",base,"Amelie Floor Mirror",,,10,1,"Taxable Goods","Catalog, Search",1400000,,,,amelie-floor-mirror,"Amelie Floor Mirror","Amelie Floor Mirror","Amelie Floor Mirror",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Swivel Rectangular Mirror",,Default,simple,"Products list/Products/Decor",base,"Swivel Rectangular Mirror",,,14,1,"Taxable Goods","Catalog, Search",1500000,,,,swivel-rectangular-mirror,"Swivel Rectangular Mirror","Swivel Rectangular Mirror","Swivel Rectangular Mirror",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Winter Pre-Lit Faux Pine Tree",,Default,simple,"Products list/Products/Decor",base,"Winter Pre-Lit Faux Pine Tree",,,13,1,"Taxable Goods","Catalog, Search",1200000,,,,winter-pre-lit-faux-pine-tree,"Winter Pre-Lit Faux Pine Tree","Winter Pre-Lit Faux Pine Tree","Winter Pre-Lit Faux Pine Tree",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Flocked Ornaments (Set of 6)",,Default,simple,"Products list/Products/Decor",base,"Flocked Ornaments (Set of 6)",,,16,1,"Taxable Goods","Catalog, Search",1345678,,,,flocked-ornaments-set-of-6,"Flocked Ornaments (Set of 6)","Flocked Ornaments (Set of 6)","Flocked Ornaments (Set of 6)",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Winter Bear",,Default,simple,"Products list/Products/Decor",base,"Winter Bear",,,14,1,"Taxable Goods","Catalog, Search",1234567,,,,winter-bear,"Winter Bear","Winter Bear","Winter Bear",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Modern Fireplace Tools",,Default,simple,"Products list/Products/Decor",base,"Modern Fireplace Tools",,,16,1,"Taxable Goods","Catalog, Search",1500000,,,,modern-fireplace-tools,"Modern Fireplace Tools","Modern Fireplace Tools","Modern Fireplace Tools",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"String Light Tree in Silver",,Default,simple,"Products list/Products/Decor",base,"String Light Tree in Silver",,,12,1,"Taxable Goods","Catalog, Search",1200000,,,,string-light-tree-in-silver,"String Light Tree in Silver","String Light Tree in Silver","String Light Tree in Silver",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Driftwood Tree",,Default,simple,"Products list/Products/Decor",base,"Driftwood Tree",,,20,1,"Taxable Goods","Catalog, Search",1345678,,,,driftwood-tree,"Driftwood Tree","Driftwood Tree","Driftwood Tree",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Stag Head Candle Holder",,Default,simple,"Products list/Products/Decor",base,"Stag Head Candle Holder",,,30,1,"Taxable Goods","Catalog, Search",1234567,,,,stag-head-candle-holder,"Stag Head Candle Holder","Stag Head Candle Holder","Stag Head Candle Holder",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Snowflake Tree Topper",,Default,simple,"Products list/Products/Decor",base,"Snowflake Tree Topper",,,27,1,"Taxable Goods","Catalog, Search",1876543,,,,snowflake-tree-topper,"Snowflake Tree Topper","Snowflake Tree Topper","Snowflake Tree Topper",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Kensington Buffet",,Default,simple,"Products list/Products/Storage",base,"Kensington Buffet",,,25,1,"Taxable Goods","Catalog, Search",1042371,,,,kensington-buffet,"Kensington Buffet","Kensington Buffet","Kensington Buffet",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Telegraph Lateral Storage Cabinet",,Default,simple,"Products list/Products/Storage",base,"Telegraph Lateral Storage Cabinet",,,13,1,"Taxable Goods","Catalog, Search",280000,,,,telegraph-lateral-storage-cabinet,"Telegraph Lateral Storage Cabinet","Telegraph Lateral Storage Cabinet","Telegraph Lateral Storage Cabinet",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Pearson Side Storage Nightstand",,Default,simple,"Products list/Products/Storage",base,"Pearson Side Storage Nightstand",,,11,1,"Taxable Goods","Catalog, Search",1200000,,,,pearson-side-storage-nightstand,"Pearson Side Storage Nightstand","Pearson Side Storage Nightstand","Pearson Side Storage Nightstand",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Finnley Sideboard",,Default,simple,"Products list/Products/Storage",base,"Finnley Sideboard",,,10,1,"Taxable Goods","Catalog, Search",1400000,,,,finnley-sideboard,"Finnley Sideboard","Finnley Sideboard","Finnley Sideboard",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Hattie Sideboard",,Default,simple,"Products list/Products/Storage",base,"Hattie Sideboard",,,10,1,"Taxable Goods","Catalog, Search",1500000,,,,hattie-sideboard,"Hattie Sideboard","Hattie Sideboard","Hattie Sideboard",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Hattie Bookcase",,Default,simple,"Products list/Products/Storage",base,"Hattie Bookcase",,,14,1,"Taxable Goods","Catalog, Search",1200000,,,,hattie-bookcase,"Hattie Bookcase","Hattie Bookcase","Hattie Bookcase",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Merritt Cabinet",,Default,simple,"Products list/Products/Storage",base,"Merritt Cabinet",,,13,1,"Taxable Goods","Catalog, Search",1345678,,,,merritt-cabinet,"Merritt Cabinet","Merritt Cabinet","Merritt Cabinet",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Hattie Triple Entryway Cabinet",,Default,simple,"Products list/Products/Storage",base,"Hattie Triple Entryway Cabinet",,,16,1,"Taxable Goods","Catalog, Search",1234567,,,,hattie-triple-entryway-cabinet,"Hattie Triple Entryway Cabinet","Hattie Triple Entryway Cabinet","Hattie Triple Entryway Cabinet",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Hattie Media Console",,Default,simple,"Products list/Products/Storage",base,"Hattie Media Console",,,14,1,"Taxable Goods","Catalog, Search",1876543,,,,hattie-media-console,"Hattie Media Console","Hattie Media Console","Hattie Media Console",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Hattie Cabinet",,Default,simple,"Products list/Products/Storage",base,"Hattie Cabinet",,,16,1,"Taxable Goods","Catalog, Search",1489654,,,,hattie-cabinet,"Hattie Cabinet","Hattie Cabinet","Hattie Cabinet",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Acacius Round Dining Table",,Default,simple,"Products list/Products/Table",base,"Acacius Round Dining Table",,,28,1,"Taxable Goods","Catalog, Search",17000000,,,,acacius-round-dining-table,"Acacius Round Dining Table","Acacius Round Dining Table","Acacius Round Dining Table",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Kensington Round Dining Table",,Default,simple,"Products list/Products/Table",base,"Kensington Round Dining Table",,,8,1,"Taxable Goods","Catalog, Search",25000000,,,,kensington-round-dining-table,"Kensington Round Dining Table","Kensington Round Dining Table","Kensington Round Dining Table",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Finnley Round Dining Table",,Default,simple,"Products list/Products/Table",base,"Finnley Round Dining Table",,,2,1,"Taxable Goods","Catalog, Search",1400000,,,,finnley-round-dining-table,"Finnley Round Dining Table","Finnley Round Dining Table","Finnley Round Dining Table",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Luca Dining Table",,Default,simple,"Products list/Products/Table",base,"Luca Dining Table",,,13,1,"Taxable Goods","Catalog, Search",1500000,,,,luca-dining-table,"Luca Dining Table","Luca Dining Table","Luca Dining Table",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Leighton Extension Dining Table",,Default,simple,"Products list/Products/Table",base,"Leighton Extension Dining Table",,,17,1,"Taxable Goods","Catalog, Search",1200000,,,,leighton-extension-dining-table,"Leighton Extension Dining Table","Leighton Extension Dining Table","Leighton Extension Dining Table",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Polanco Dining Table",,Default,simple,"Products list/Products/Table",base,"Polanco Dining Table",,,19,1,"Taxable Goods","Catalog, Search",1345678,,,,polanco-dining-table,"Polanco Dining Table","Polanco Dining Table","Polanco Dining Table",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Clayhill Coffee Table",,Default,simple,"Products list/Products/Table",base,"Clayhill Coffee Table",,,15,1,"Taxable Goods","Catalog, Search",1234567,,,,clayhill-coffee-table,"Clayhill Coffee Table","Clayhill Coffee Table","Clayhill Coffee Table",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Finnley Round Coffee Table",,Default,simple,"Products list/Products/Table",base,"Finnley Round Coffee Table",,,13,1,"Taxable Goods","Catalog, Search",1876543,,,,finnley-round-coffee-table,"Finnley Round Coffee Table","Finnley Round Coffee Table","Finnley Round Coffee Table",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Finnley Console Table",,Default,simple,"Products list/Products/Table",base,"Finnley Console Table",,,22,1,"Taxable Goods","Catalog, Search",1489654,,,,finnley-console-table,"Finnley Console Table","Finnley Console Table","Finnley Console Table",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Finnley Coffee Table",,Default,simple,"Products list/Products/Table",base,"Finnley Coffee Table",,,20,1,"Taxable Goods","Catalog, Search",1765432,,,,finnley-coffee-table,"Finnley Coffee Table","Finnley Coffee Table","Finnley Coffee Table",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Sullivan Round Plinth Coffee Table",,Default,simple,"Products list/Products/Table",base,"Sullivan Round Plinth Coffee Table",,,15,1,"Taxable Goods","Catalog, Search",1678432,,,,sullivan-round-plinth-coffee-table,"Sullivan Round Plinth Coffee Table","Sullivan Round Plinth Coffee Table","Sullivan Round Plinth Coffee Table",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Danae Round Stone Dining Table",,Default,simple,"Products list/Products/Table",base,"Danae Round Stone Dining Table",,,24,1,"Taxable Goods","Catalog, Search",1924567,,,,danae-round-stone-dining-table,"Danae Round Stone Dining Table","Danae Round Stone Dining Table","Danae Round Stone Dining Table",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Mihaela Dining Table",,Default,simple,"Products list/Products/Table",base,"Mihaela Dining Table",,,17,1,"Taxable Goods","Catalog, Search",1384251,,,,mihaela-dining-table,"Mihaela Dining Table","Mihaela Dining Table","Mihaela Dining Table",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Enzo Dining Table",,Default,simple,"Products list/Products/Table",base,"Enzo Dining Table",,,3,1,"Taxable Goods","Catalog, Search",1564327,,,,enzo-dining-table,"Enzo Dining Table","Enzo Dining Table","Enzo Dining Table",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Bertogne Round Coffee Table",,Default,simple,"Products list/Products/Table",base,"Bertogne Round Coffee Table",,,22,1,"Taxable Goods","Catalog, Search",1876543,,,,bertogne-round-coffee-table,"Bertogne Round Coffee Table","Bertogne Round Coffee Table","Bertogne Round Coffee Table",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Adalynn Bed",,Default,simple,"Products list/Products/Bed",base,"Adalynn Bed",,,20,1,"Taxable Goods","Catalog, Search",1042371,,,,adalynn-bed,"Adalynn Bed","Adalynn Bed","Adalynn Bed",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Astor Bed",,Default,simple,"Products list/Products/Bed",base,"Astor Bed",,,5,1,"Taxable Goods","Catalog, Search",1567942,,,,astor-bed,"Astor Bed","Astor Bed","Astor Bed",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Beck Bed",,Default,simple,"Products list/Products/Bed",base,"Beck Bed",,,3,1,"Taxable Goods","Catalog, Search",1985732,,,,beck-bed,"Beck Bed","Beck Bed","Beck Bed",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Bodhi Storage Bed",,Default,simple,"Products list/Products/Bed",base,"Bodhi Storage Bed",,,11,1,"Taxable Goods","Catalog, Search",1876429,,,,bodhi-storage-bed,"Bodhi Storage Bed","Bodhi Storage Bed","Bodhi Storage Bed",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Calista Bed",,Default,simple,"Products list/Products/Bed",base,"Calista Bed",,,18,1,"Taxable Goods","Catalog, Search",1324895,,,,calista-bed,"Calista Bed","Calista Bed","Calista Bed",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Danny Bed",,Default,simple,"Products list/Products/Bed",base,"Danny Bed",,,17,1,"Taxable Goods","Catalog, Search",1459832,,,,danny-bed,"Danny Bed","Danny Bed","Danny Bed",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Finnley Extended Headboard Bed",,Default,simple,"Products list/Products/Bed",base,"Finnley Extended Headboard Bed",,,16,1,"Taxable Goods","Catalog, Search",1672024,,,,finnley-extended-headboard-bed,"Finnley Extended Headboard Bed","Finnley Extended Headboard Bed","Finnley Extended Headboard Bed",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Finnley Bed",,Default,simple,"Products list/Products/Bed",base,"Finnley Bed",,,14,1,"Taxable Goods","Catalog, Search",1156743,,,,finnley-bed,"Finnley Bed","Finnley Bed","Finnley Bed",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Kinnan Bed",,Default,simple,"Products list/Products/Bed",base,"Kinnan Bed",,,17,1,"Taxable Goods","Catalog, Search",1928374,,,,kinnan-bed,"Kinnan Bed","Kinnan Bed","Kinnan Bed",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Lago Bed",,Default,simple,"Products list/Products/Bed",base,"Lago Bed",,,17,1,"Taxable Goods","Catalog, Search",1345786,,,,lago-bed,"Lago Bed","Lago Bed","Lago Bed",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Lucia Bed",,Default,simple,"Products list/Products/Bed",base,"Lucia Bed",,,9,1,"Taxable Goods","Catalog, Search",1786543,,,,lucia-bed,"Lucia Bed","Lucia Bed","Lucia Bed",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Malone Plinth Bed",,Default,simple,"Products list/Products/Bed",base,"Malone Plinth Bed",,,15,1,"Taxable Goods","Catalog, Search",1089234,,,,malone-plinth-bed,"Malone Plinth Bed","Malone Plinth Bed","Malone Plinth Bed",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Malone Canopy Bed",,Default,simple,"Products list/Products/Bed",base,"Malone Canopy Bed",,,10,1,"Taxable Goods","Catalog, Search",1572837,,,,malone-canopy-bed,"Malone Canopy Bed","Malone Canopy Bed","Malone Canopy Bed",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Malone Shelter Bed",,Default,simple,"Products list/Products/Bed",base,"Malone Shelter Bed",,,23,1,"Taxable Goods","Catalog, Search",1128365,,,,malone-shelter-bed,"Malone Shelter Bed","Malone Shelter Bed","Malone Shelter Bed",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Malone Upholstered Bed",,Default,simple,"Products list/Products/Bed",base,"Malone Upholstered Bed",,,16,1,"Taxable Goods","Catalog, Search",280000,,,,malone-upholstered-bed,"Malone Upholstered Bed","Malone Upholstered Bed","Malone Upholstered Bed",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Kipton Sofa",,Default,simple,"Products list/Products/Sofa",base,"Kipton Sofa",,,8,1,"Taxable Goods","Catalog, Search",1200000,,,,kipton-sofa,"Kipton Sofa","Kipton Sofa","Kipton Sofa",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Ashby Sofa",,Default,simple,"Products list/Products/Sofa",base,"Ashby Sofa",,,13,1,"Taxable Goods","Catalog, Search",1400000,,,,ashby-sofa,"Ashby Sofa","Ashby Sofa","Ashby Sofa",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Marina Sofa",,Default,simple,"Products list/Products/Sofa",base,"Marina Sofa",,,13,1,"Taxable Goods","Catalog, Search",1500000,,,,marina-sofa,"Marina Sofa","Marina Sofa","Marina Sofa",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Coburn Three Piece Modular Sofa",,Default,simple,"Products list/Products/Sofa",base,"Coburn Three Piece Modular Sofa",,,27,1,"Taxable Goods","Catalog, Search",1200000,,,,coburn-three-piece-modular-sofa,"Coburn Three Piece Modular Sofa","Coburn Three Piece Modular Sofa","Coburn Three Piece Modular Sofa",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Beale Sofa",,Default,simple,"Products list/Products/Sofa",base,"Beale Sofa",,,19,1,"Taxable Goods","Catalog, Search",1345678,,,,beale-sofa,"Beale Sofa","Beale Sofa","Beale Sofa",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Fresno Sofa",,Default,simple,"Products list/Products/Sofa",base,"Fresno Sofa",,,4,1,"Taxable Goods","Catalog, Search",1234567,,,,fresno-sofa,"Fresno Sofa","Fresno Sofa","Fresno Sofa",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"Cameran Sofa",,Default,simple,"Products list/Products/Sofa",base,"Cameran Sofa",,,28,1,"Taxable Goods","Catalog, Search",1876543,,,,cameran-sofa,"Cameran Sofa","Cameran Sofa","Cameran Sofa",,,,,,,,,,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,,10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
